country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
US,"This delightful, off-dry white is a blend of Pinot Gris, Gewürztraminer, Müller Thurgau, Sauvignon Blanc and Riesling,  perfectly matched to deliver crisp, fruity aromatics and flavors of apples, oranges and pears. It's a terrific anytime quaffer.",Toasted Cow White Vintners Blend,88,10.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Oak Knoll NV Toasted Cow White Vintners Blend White (Willamette Valley),White Blend,Oak Knoll
Chile,"Lightly herbal, stalky aromas of berry fruits and eucalyptus are classic Chilean characteristics. This Cabernet Sauvignon-led blend feels a bit short on foundation. Chunky, inky flavors of blackberry and oak are a touch green and herbal, while this is tannic and tastes of tobacco and herbs on the finish.",Family Selection,89,29.0,Curicó Valley,,,Michael Schachner,@wineschach,Aresti 2011 Family Selection Red (Curicó Valley),Red Blend,Aresti
Austria,"The scent of very ripe Amalfi lemon hovers above everything but the second sniff immediately signals juicy Mirabelle plums edged with Golden Delicious apple. The palate is equally ripe and smooth—warm sunshine refracted through a prism of opulent fruit, yet toned and precise. Some exposure to air reveals a distinctly stony minerality. A keeper.",Steinertal Smaragd,95,72.0,Wachau,,,Anne Krebiehl MW,@AnneInVino,Alzinger 2013 Steinertal Smaragd Riesling (Wachau),Riesling,Alzinger
US,"The tannins are still hard as nails in this five-year-old Cabernet. It's like chewing on sandpaper, but the black currant and cassis flavors are powerful. An old-fashioned wine that could develop over the years.",Secret Clone,88,100.0,California,Napa Valley,Napa,,,M. Cosentino 2006 Secret Clone Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,M. Cosentino
South Africa,Imported by Maisons Marques & Domaines USA.,,86,12.0,Coastal Region,,,Susan Kostrzewa,@suskostrzewa,Fleur Du Cap 2004 Merlot (Coastal Region),Merlot,Fleur Du Cap
New Zealand,"To my mind, Te Mata's strength s are in its red wines. That said, this is a solid Chardonnay. Subtle wood shadings add richness to the flavors of mandarin orange and vanilla custard before ending on a persistent citrus-oil note.",Elston,88,35.0,Hawke's Bay,,,Joe Czerwinski,@JoeCz,Te Mata 2014 Elston Chardonnay (Hawke's Bay),Chardonnay,Te Mata
US,"Sweet on the nose, with scents of pink grapefruit skin, rose petals and lychee fruit, Glenora's bottling screams classic Gewürztraminer. Waxy lanolin notes and black tea notes on the finish add a touch of complexity to this slightly off-dry sip.",,86,15.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Glenora 2010 Gewürztraminer (Finger Lakes),Gewürztraminer,Glenora
US,"Superfresh and fennel-laced on the nose, this cool-climate Syrah shows underripe plums, raspberry, charcoal, lavender, pepper sauce, thyme and forest underbrush on the nose. It's impressively floral on the energetic, not overly dense sip, with lavender, rosehip and white sage touches enlivening the dark red fruit.",Donna's,93,50.0,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Melville 2014 Donna's Syrah (Sta. Rita Hills),Syrah,Melville
Australia,"Made in a mouthfilling, supple style, this cheerful blend is easy to like and easy on the pocketbook. Black cherry and vanilla notes are perhaps a little simple, but carried along by a rich, creamy mouthfeel and a lingering finish, they make for a satisfying glass of hearty red. Drink now-2014.",Memsie Shiraz-Malbec-Cabernet Sauvignon,88,15.0,Victoria,Bendigo,,Joe Czerwinski,@JoeCz,Water Wheel 2008 Memsie Shiraz-Malbec-Cabernet Sauvignon Red (Bendigo),Red Blend,Water Wheel
Portugal,"The wine is still young, still shockingly full of acidity and black currant fruits that are backed by tannins. It needs time to calm down, to fill out with richer fruitiness. Drink from 2017.",,85,15.0,Alentejano,,,Roger Voss,@vossroger,Herdade do Rocim 2013 Touriga Nacional (Alentejano),Touriga Nacional,Herdade do Rocim
US,"Delicious fruit aromas and flavors define this medium bodied and very smooth blend that is 50% Graciano grapes. Aromas convey floral notes, strawberries and oranges, while the flavors bring more strawberries and cherries. The texture is not light but the wine is still extremely easy to sip.",,88,50.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,La Folia Winery 2011 Red (Sierra Foothills),Red Blend,La Folia Winery
US,"The blend is 70% Pinot Blanc, with Riesling and Pinot Noir splitting the rest. The winery calls it a “red-style white” and it has some tawny color from five days fermenting on the skins. But it's simply odd, flat and lifeless, with dusty generic fruit.",Rancher's,83,15.0,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine ,Copper Belt 2014 Rancher's White (Oregon),White Blend,Copper Belt
US,"Ripe, vivacious blackberry, black currant and oak flavors are folded into complex tannins in this dramatic Cabernet Sauvignon. Blended with 10% Merlot, it's dry, firm and noble, but severely immature at this stage and will require plenty of bottle age. Give it six more years, at the very least.",,93,80.0,California,Howell Mountain,Napa,,,Cornerstone 2010 Cabernet Sauvignon (Howell Mountain),Cabernet Sauvignon,Cornerstone
Spain,"Tight, citrusy aromas suggest mostly orange and tangerine. This is fresh and clean in an appealing but easy way. Peach and melon flavors are friendly, while the finish is crisp, stony and maintains the wine's tasty core flavors.",On Lees,90,20.0,Galicia,Rías Baixas,,Michael Schachner,@wineschach,Maior de Mendoza 2015 On Lees Albariño (Rías Baixas),Albariño,Maior de Mendoza
Italy,"Roasted coffee bean and menthol aromas lead the nose while the evolved palate offers dark bitter chocolate, licorice and a toasted note. Showing the heat of the vintage, the fruit has largely dried up while astringent tannins lead to a bracing finish.",Riserva,85,102.0,Piedmont,Barolo,,Kerin O’Keefe,@kerinokeefe,Marchesi di Barolo 2009 Riserva  (Barolo),Nebbiolo,Marchesi di Barolo
Argentina,"While this opens with harmless aromas of lychee and tropical fruits, the palate sizzles with sharp citric acidity. Flavors of pithy grapefruit and tangerine finish grabby, tart and aggressive. This is not nearly as good as the two prior vintages.",Reserve,82,11.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Trivento 2012 Reserve Torrontés (Mendoza),Torrontés,Trivento
US,"Lightly smoky, herbal aromas and an almost-sweet fruitiness give a frank, easy-drinking quality to this medium-bodied wine. It comes through on the palate with a rich plummy flavor, soft texture and very mild tannins.",Cherokee Lane,86,-12.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Tortoise Creek 2014 Cherokee Lane Cabernet Sauvignon (Lodi),Cabernet Sauvignon,Tortoise Creek
Italy,"Representing four generations of winemaking, Vietti makes a strong show with this intense and vibrant ruby colored wine. Layers of toast, coffee and ripe red fruit reveal themselves to the nose with deep spice and clove that last long on the palate. This wine boasts solid structure and power.",Tre Vigne,89,,Piedmont,Barbera d'Asti,,,,Vietti 2003 Tre Vigne  (Barbera d'Asti),Barbera,Vietti
US,"Butterscotch, tangerine and honeysuckle show on the nose of this bottling. There is a bit of textural tension to the sip, with buttery hazelnut and seared apple flavors. Familiar if simple.",Reserve,86,27.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,EOS 2015 Reserve Chardonnay (Santa Ynez Valley),Chardonnay,EOS
France,"An almost medicinal, tart wine that certainly has the dry texture of botrytis, but then shows more in the way of a herbal character.",,86,,Bordeaux,Sauternes,,Roger Voss,@vossroger,Château Caillou 2006  Sauternes,Bordeaux-style White Blend,Château Caillou
US,"This Bordeaux-style blend includes 44% Merlot, 32% Cabernet Franc and 24% Malbec. The fruit flavors are light and lean toward red berry notes, while the mouthfeel is dominated by thick, drying tannins. It finishes short and chalky.",,84,28.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Weisinger 2012 Claret (Rogue Valley),Claret,Weisinger
US,"Tasted pre-release, this is clearly ready for prime time. It's both compact and generous, with a core of wild berries soaked in minerals. The words lucid and crystalline come to mind—rarely applied to a red wine, let alone Cab Franc.",StevensFranc,90,30.0,Washington,Yakima Valley,Columbia Valley,Paul Gregutt,@paulgwine ,Stevens 2010 StevensFranc Cabernet Franc (Yakima Valley),Cabernet Franc,Stevens
Italy,"You'll find aromas of ripe plum, underbrush, Porcini mushroom, earth and a floral note on this polished red. The bright, accessible palate offers mature black cherry, raspberry and a hint of cooking spice alongside fresh acidity and supple tannins.",Serra,88,16.0,Piedmont,Barbera d'Alba,,Kerin O’Keefe,@kerinokeefe,Massucco 2011 Serra  (Barbera d'Alba),Barbera,Massucco
Australia,"Epitomizes in many ways the emerging Barossa style, marrying huge fruit and creamy tannins with more restrained oak use. Licorice and peppery spice lead the way, backed by notes of plum, cola and even roasted meat. Lush and long on the finish. Drink now-2020.",Tappa Pass Vineyard Selection,93,75.0,South Australia,Barossa,,Joe Czerwinski,@JoeCz,Henschke 2005 Tappa Pass Vineyard Selection Shiraz (Barossa),Shiraz,Henschke
France,"Bailly is believed to be the home village of Crémant de Bourgogne. With its north Burgundy situation, close to Champagne, it is able to produce cool wines like this. The acidity and the white fruits are lively and bright, with a soft textured and balanced acidity. Drink now.",Réserve Brut,88,23.0,Burgundy,Crémant de Bourgogne,,Roger Voss,@vossroger,Bailly-Lapierre NV Réserve Brut  (Crémant de Bourgogne),Sparkling Blend,Bailly-Lapierre
Italy,"Measured aromas of wild berry and exotic spice are followed by smoky flavors of cured beef in this easy, crisp Ripasso. Offers more depth in the mouth than it does the nose.",Corte Majoli,86,16.0,Veneto,Valpolicella Superiore Ripasso,,,,Tezza 2006 Corte Majoli  (Valpolicella Superiore Ripasso),"Corvina, Rondinella, Molinara",Tezza
US,"A favorite within Fox Run's unique geology wine series, an exploration of specific vineyard terroir against specific vinification styles, the 11 Lake Dana Vineyard offers a lovely balance between rustic earth elements and more pristine expressions of fruit and flower. Concentrated tangerine and lemon flavors are honeyed and sweet yet elegantly balanced by tones of black tea, blossom and smoked nut. The finish lingers on a pleasantly astringent note.",Riesling 11 Lake Dana Vineyard,89,30.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Fox Run 2012 Riesling 11 Lake Dana Vineyard Riesling (Finger Lakes),Riesling,Fox Run
US,"Chimney Rock had 3 Bordeaux-style wines from the '04 vintage, and this reserve is not only the priciest, but the best. It shows the appealing blackberry, cherry and chocolate fruit and oak of the Elevage bottling, but also is tannicly balanced enough for the cellar. Good now for its complexity, but should peak around 2010, then hold through 2015.",Reserve,91,107.0,California,Stags Leap District,Napa,,,Chimney Rock 2004 Reserve Cabernet Sauvignon (Stags Leap District),Cabernet Sauvignon,Chimney Rock
US,"A pleasing shade of pale pink, this is a very austere bottling, with just faint touches of raspberry and tangerine on the nose. There is more light-red fruit and a hint of bubblegum on the palate, which offers decent tannic tension.",Pas Doux,86,28.0,California,Temecula,South Coast,Matt Kettmann,@mattkettmann,Ponte 2016 Pas Doux Rosé (Temecula),Rosé,Ponte
France,"Rich and fruity, this is a balanced, mainly Merlot wine with some good tannins and a dark berry fruitiness. It is still young and full of dryness, although this will fill out. Drink from 2017. George Thienpont bought the property in 1946 and started a family legacy in this appellation. Son Nicolas is the enologist and oversees this and other Francs properties.",,86,,Bordeaux,Francs Côtes de Bordeaux,,Roger Voss,@vossroger,Château Puygueraud 2013  Francs Côtes de Bordeaux,Bordeaux-style Red Blend,Château Puygueraud
US,"This full-bodied wine has a deep color and smoke and charcoal aromas. The flavors are ripe, concentrated, grapy and berry-like. The texture has moderate tannins but is polished around the edges. It's a big and rowdy wine that doesn't lose control.",Old Vine,89,16.0,California,Lodi,Central Valley,Jim Gordon,@gordone_cellars,Seven Deadly Zins 2013 Old Vine Zinfandel (Lodi),Zinfandel,Seven Deadly Zins
Spain,"Floral white-fruit aromas come with a pyrazinic scent of sweat. This feels solid, with modest acidity. Candied flavors of mango, lychee and melon blend with pyrazine-driven notes of grape skins and bitterness.",Botani,87,18.0,Andalucia,Málaga,,Michael Schachner,@wineschach,Jorge Ordóñez & Co. 2014 Botani Moscato (Málaga),Moscato,Jorge Ordóñez & Co.
US,"Hestan only makes this one white wine. Though its beginnings might seem humble, the juice in the bottle surely will change anyone's mind. This is liquid gold in color, with deep petrol aromas and a note of toasted caramel oak.It's superbly balanced, with minerality winning the day—especially on the finish. This wine starts out like a California blockbuster but finishes very elegantly, with finesse.",,91,50.0,California,San Francisco Bay,Central Coast,Virginie Boone,@vboone,Hestan 2009 Chardonnay (San Francisco Bay),Chardonnay,Hestan
France,"Aromas seem blunted, but the palate shows both freshness and fruit. This is balanced and comes out with surprisingly friendly apple fruit, finishing on a fresh note.",Tradition,86,18.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Moltès 2014 Tradition Pinot Gris (Alsace),Pinot Gris,Domaine Moltès
Portugal,"Lemon and freshly squeezed lime give this attractive wine a crisp, bright texture that is rounded out at the end with perfumed flavors from the Moscatel in the blend. This fruity, textured wine needs a few more months before drinking. Drink from late 2015.",Tons de Duorum,86,12.0,Douro,,,Roger Voss,@vossroger,Duorum 2014 Tons de Duorum White (Douro),Portuguese White,Duorum
